('https://dosya.org/6Hg', '\t', 'IMG-20220508-WA0002.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Tt', '\t', 'Kids Menu EN SONA EKLENCEK.png - Dosya Yükle, Dosya Upload')
('https://dosya.org/6dV', '\t', 'meta.xml - Dosya Yükle, Dosya Upload')
('https://dosya.org/6F0', '\t', 'index.html - Dosya Yükle, Dosya Upload')
('https://dosya.org/69h', '\t', 'Extra.dll - Dosya Yükle, Dosya Upload')
('https://dosya.org/3su', '\t', 'msvcp100d.dll - Dosya Yükle, Dosya Upload')
('https://dosya.org/8my', '\t', 'CA-Reels02.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/3va', '\t', 'DSC_0308.JPG - Dosya Yükle, Dosya Upload')
('https://dosya.org/8Sb', '\t', 'IMG-20220602-WA0007.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/3yO', '\t', '20Lira vereyim siktir git pezevenk....mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6rn', '\t', 'ld-vehicleshop.rar - Dosya Yükle, Dosya Upload')
('https://dosya.org/3s8', '\t', 'IMG-20220702-WA0001.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6N7', '\t', 'by_sub_category.html - Dosya Yükle, Dosya Upload')
('https://dosya.org/BaZ', '\t', 'bitmissinbezehra0-20220613-0002.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/67u', '\t', 'ACK_OZEL_RESHADE_AYARLARI.7z - Dosya Yükle, Dosya Upload')
('https://dosya.org/6im', '\t', 'tree3prc.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/byg', '\t', 'config.lua - Dosya Yükle, Dosya Upload')
('https://dosya.org/bBa', '\t', 'Demo IDú¦VID=0C76-PID=161F.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/3S9', '\t', 'POS Printer Driver Setup V7.17.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/6iH', '\t', 'tree1.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/62z', '\t', 'inbound2484942982085406533.apk - Dosya Yükle, Dosya Upload')
('https://dosya.org/6UF', '\t', 'R20210518-063018.WAV - Dosya Yükle, Dosya Upload')
('https://dosya.org/8T9', '\t', 'gta_cactus.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/3Sr', '\t', 'mBotLoader.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/5cu', '\t', 'Yeni Microsoft Word Belgesi.docx - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Ms', '\t', 'efrahdesignP7M-beyaz.tga - Dosya Yükle, Dosya Upload')
('https://dosya.org/6fu', '\t', 'IMG_3303.JPG - Dosya Yükle, Dosya Upload')
('https://dosya.org/8R0', '\t', 'gizli.7z - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Sş', '\t', 'Exxen_Checker.rar - Dosya Yükle, Dosya Upload')
('https://dosya.org/6HC', '\t', 'IMG-20220508-WA0007.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/8Nf', '\t', 'game.sii - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Ii', '\t', 'tree1prc.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Na', '\t', 'Ekran Alıntısı2.PNG - Dosya Yükle, Dosya Upload')
('https://dosya.org/3uk', '\t', 'PALABUNTWITTER2.loli - Dosya Yükle, Dosya Upload')
('https://dosya.org/6oT', '\t', 'Language.ini - Dosya Yükle, Dosya Upload')
('https://dosya.org/Bze', '\t', 'NFT_Icon.png - Dosya Yükle, Dosya Upload')
('https://dosya.org/6pZ', '\t', 'kaza.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/3ş8', '\t', 'IMG-20220702-WA0001.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6bz', '\t', 'Passwords.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/6JL', '\t', 'FullSizeRender.MOV - Dosya Yükle, Dosya Upload')
('https://dosya.org/6TH', '\t', 'File Password - Dosya Yükle, Dosya Upload')
('https://dosya.org/67S', '\t', '26.03.2022 (1) İzmir.zip - Dosya Yükle, Dosya Upload')
('https://dosya.org/6gY', '\t', 'proglamlama1.pdf - Dosya Yükle, Dosya Upload')
('https://dosya.org/8tZ', '\t', 'CA09C6DC-33F0-4940-9D58-81E4234822F8.jpeg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6kE', '\t', 'rhum.png - Dosya Yükle, Dosya Upload')
('https://dosya.org/6F2', '\t', 'fps iddia regedit.reg - Dosya Yükle, Dosya Upload')
('https://dosya.org/69A', '\t', '[araba].rar - Dosya Yükle, Dosya Upload')
('https://dosya.org/6fn', '\t', 'IMG_3291.JPG - Dosya Yükle, Dosya Upload')
('https://dosya.org/3ya', '\t', 'SendMemory.dll - Dosya Yükle, Dosya Upload')
('https://dosya.org/3vo', '\t', 'DSC_0328.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6cv', '\t', 'istockphoto-1266439991-1024x1024.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6to', '\t', 'Coke Agreement.docx - Dosya Yükle, Dosya Upload')
('https://dosya.org/6öF', '\t', 'AudioConfig.cfg - Dosya Yükle, Dosya Upload')
('https://dosya.org/8Oe', '\t', 'IMG_20220720_155229.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6ko', '\t', 'bgitem.png - Dosya Yükle, Dosya Upload')
('https://dosya.org/8tG', '\t', 'gta_proc_bigbush.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/6öm', '\t', 'Language.ini - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Vd', '\t', 'abc (online-video-cutter.com) (6) (1).mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6vı', '\t', 'Stevan Skin.rar - Dosya Yükle, Dosya Upload')
('https://dosya.org/6lş', '\t', 'sktim-seni-ses-efekti-hd.mp3 - Dosya Yükle, Dosya Upload')
('https://dosya.org/94ş', '\t', 'tuncay cetin 6.pdf - Dosya Yükle, Dosya Upload')
('https://dosya.org/6hk', '\t', 'IMG-20220602-WA0005.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6fh', '\t', 'IMG_3285.JPG - Dosya Yükle, Dosya Upload')
('https://dosya.org/6dL', '\t', '8_live_tevfik37_22_export.tar - Dosya Yükle, Dosya Upload')
('https://dosya.org/6gş', '\t', 'kurulum-videosu.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6VP', '\t', '1661611935263klvijcjb_HRE - Dosya Yükle, Dosya Upload')
('https://dosya.org/8şB', '\t', 'IMG-20220602-WA0007.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Ee', '\t', 'ores.json - Dosya Yükle, Dosya Upload')
('https://dosya.org/6vk', '\t', 'VID_20220827_155119.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6mY', '\t', 'efrahdesignP7MG-sarıyeşil.tga - Dosya Yükle, Dosya Upload')
('https://dosya.org/906', '\t', '3D_AlphaDep.bmp - Dosya Yükle, Dosya Upload')
('https://dosya.org/6ic', '\t', 'gta_tree_pineprc.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/6öU', '\t', 'Language.ini - Dosya Yükle, Dosya Upload')
('https://dosya.org/6k5', '\t', 'absinthe.png - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Gh', '\t', 'UnityCrashHandler64.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/6h5', '\t', 'IMG-20220602-WA0011.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/97g', '\t', 'index.html - Dosya Yükle, Dosya Upload')
('https://dosya.org/6rP', '\t', '228344A4-A0CF-4DAD-9EDC-CEADFD782222.jpeg - Dosya Yükle, Dosya Upload')
('https://dosya.org/3Yö', '\t', '20Lira vereyim siktir git pezevenk....mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/3v7', '\t', 'DSC_0305.JPG - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Hh', '\t', 'IMG-20220602-WA0008.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6mv', '\t', 'efrahdesignP7MG-kırmızı.tga - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Df', '\t', 'vc_redist.x86.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/6pb', '\t', 'wp7930763.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/3ym', '\t', '(Piss Spheres) Skrillexs moon adventure _).mp3 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6nu', '\t', '11.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/bYG', '\t', 'config.lua - Dosya Yükle, Dosya Upload')
('https://dosya.org/97Y', '\t', '5A7CB5F8-D122-4DAA-9B20-E37892329BBB.jpeg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6ob', '\t', 'auth.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Og', '\t', 'AudioControlSetup_Background.bmp - Dosya Yükle, Dosya Upload')
('https://dosya.org/95t', '\t', 'F4DD28CC-4E99-4AB3-9384-03F44D14923D.jpeg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6tD', '\t', 'Tayfun,duzen VR2022.SET.rar - Dosya Yükle, Dosya Upload')
('https://dosya.org/6dg', '\t', 'File Password - Dosya Yükle, Dosya Upload')
('https://dosya.org/3sp', '\t', 'desktop.ini - Dosya Yükle, Dosya Upload')
('https://dosya.org/3Sü', '\t', 'msvcp100d.dll - Dosya Yükle, Dosya Upload')
('https://dosya.org/96g', '\t', 'İnstagram Bayan Takipçi Satın Al.docx - Dosya Yükle, Dosya Upload')
('https://dosya.org/6MI', '\t', 'efrahdesignP7IYI-kırmızı.tga - Dosya Yükle, Dosya Upload')
('https://dosya.org/6cN', '\t', 'sculpture_revival.rpf - Dosya Yükle, Dosya Upload')
('https://dosya.org/BAZ', '\t', 'bitmissinbezehra0-20220613-0002.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Na', '\t', 'Ekran Alıntısı2.PNG - Dosya Yükle, Dosya Upload')
('https://dosya.org/bZS', '\t', 'asdasdasd.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/64ü', '\t', 'r.-1.-1.mca - Dosya Yükle, Dosya Upload')
('https://dosya.org/3üC', '\t', 'keygen.jar - Dosya Yükle, Dosya Upload')
('https://dosya.org/3şu', '\t', 'msvcp100d.dll - Dosya Yükle, Dosya Upload')
('https://dosya.org/8zj', '\t', 'IMG_3422.MOV - Dosya Yükle, Dosya Upload')
('https://dosya.org/6üK', '\t', 'DynamicSurroundings-1.16.5-4.0.5.0.jar - Dosya Yükle, Dosya Upload')
('https://dosya.org/8y9', '\t', '272726685_634670440981722_2794706855978476917_n.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/69S', '\t', 'azrail - Kopya (2).jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6IF', '\t', 'lod_veg.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/8T0', '\t', 'des_trees.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/6üH', '\t', '_sick_father_w_2fa84217-ef76-48f9-bc3e-b873a0b39f50.png - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Ad', '\t', 'Discord Notification Sound Effect.mp3 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Ge', '\t', '1ci dərs.pdf - Dosya Yükle, Dosya Upload')
('https://dosya.org/6hP', '\t', 'IMG-20220602-WA0017.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6kL', '\t', 'vinblanc.png - Dosya Yükle, Dosya Upload')
('https://dosya.org/68G', '\t', 'X_VPN.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/93v', '\t', 'BugReport.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/6bl', '\t', 'Passwords.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Ov', '\t', 'POLOSMARTAudio.ico - Dosya Yükle, Dosya Upload')
('https://dosya.org/bYC', '\t', 'Sound Effect - Bak Bak Ne Yazmış Gel Gel.mp3 - Dosya Yükle, Dosya Upload')
('https://dosya.org/bat', '\t', 'VID-l4essqa5.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/94Z', '\t', 'CVE-2021-3156-main.zip - Dosya Yükle, Dosya Upload')
('https://dosya.org/BZF', '\t', 'NFT_Icon.ico - Dosya Yükle, Dosya Upload')
('https://dosya.org/8Oa', '\t', 'IMG_20220720_155232.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/3YZ', '\t', 'ayşe - Kopya (2).jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6K4', '\t', 'crock.ttf - Dosya Yükle, Dosya Upload')
('https://dosya.org/bAv', '\t', 'bitmissinbezehra0-20220613-0002.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/3Ua', '\t', 'Unknown.json - Dosya Yükle, Dosya Upload')
('https://dosya.org/6cu', '\t', 'PlayStore.apk - Dosya Yükle, Dosya Upload')
('https://dosya.org/91S', '\t', 'agoni4.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/3y5', '\t', 'ProcessManager.dll - Dosya Yükle, Dosya Upload')
('https://dosya.org/6kV', '\t', 'ammo_arrow_confusion (1).png - Dosya Yükle, Dosya Upload')
('https://dosya.org/8Pa', '\t', 'sand.json - Dosya Yükle, Dosya Upload')
('https://dosya.org/92T', '\t', 'proj-83051_1off3267@cloudmng.com.rdp - Dosya Yükle, Dosya Upload')
('https://dosya.org/6iK', '\t', 'tree2prc.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/6R7', '\t', 'duplicater.dll.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/6gı', '\t', 'UnityPlayer.dll - Dosya Yükle, Dosya Upload')
('https://dosya.org/6ıD', '\t', 'kbplantssmz.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/8oa', '\t', 'IMG_20220720_155232.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6iR', '\t', 'veg_leavesplnt.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/6RZ', '\t', 'Spotify_Follower_Config.anom - Dosya Yükle, Dosya Upload')
('https://dosya.org/3Sü', '\t', 'msvcp100d.dll - Dosya Yükle, Dosya Upload')
('https://dosya.org/8rB', '\t', 'Notes-29-7-2022 (1).txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/6vF', '\t', 'wphesap.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/94v', '\t', 'tuncay cetin 10.pdf - Dosya Yükle, Dosya Upload')
('https://dosya.org/90T', '\t', 'ismaiilaydin0@gmail.com.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/6rI', '\t', 'FullSizeRender.MOV - Dosya Yükle, Dosya Upload')
('https://dosya.org/3tş', '\t', 'r.-1.-1.mca - Dosya Yükle, Dosya Upload')
('https://dosya.org/6rC', '\t', 'duplicater.dll.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/6şT', '\t', 'cart.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Nü', '\t', '11.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6nC', '\t', '278630856_316036680616305_640795537700661520_n.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6f1', '\t', 'Erkek Adam Giriş Paketi.pdf - Dosya Yükle, Dosya Upload')
('https://dosya.org/8sB', '\t', 'IMG-20220602-WA0007.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6TY', '\t', 'tuncay cetin 4.pdf - Dosya Yükle, Dosya Upload')
('https://dosya.org/6GH', '\t', 'UnityCrashHandler64.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/6uf', '\t', 'R20210518-063018.WAV - Dosya Yükle, Dosya Upload')
('https://dosya.org/6GJ', '\t', 'VatanGameJam.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/97y', '\t', '5A7CB5F8-D122-4DAA-9B20-E37892329BBB.jpeg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6H2', '\t', 'IMG-20220602-WA0015.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6LO', '\t', 'neyi-basaramadin-amk-ses-efekti-hd.mp3 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Da', '\t', 'GABB.ini - Dosya Yükle, Dosya Upload')
('https://dosya.org/64b', '\t', 'Openbullet 1.4.4 Anomaly Modded Version.zip - Dosya Yükle, Dosya Upload')
('https://dosya.org/6N1', '\t', '6.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/65s', '\t', 'Before starting with Scope V11.18_EN.pdf - Dosya Yükle, Dosya Upload')
('https://dosya.org/95G', '\t', 'R20210517-213003.WAV - Dosya Yükle, Dosya Upload')
('https://dosya.org/6C8', '\t', 'game.sii - Dosya Yükle, Dosya Upload')
('https://dosya.org/3yl', '\t', 'vivocheat.apk - Dosya Yükle, Dosya Upload')
('https://dosya.org/BAS', '\t', 'VID-l4eqlwee.mp4 - Dosya Yükle, Dosya Upload')
('https://dosya.org/3Uf', '\t', 'Configs.rar - Dosya Yükle, Dosya Upload')
('https://dosya.org/3Tr', '\t', 'level.dat_old - Dosya Yükle, Dosya Upload')
('https://dosya.org/978', '\t', 'face.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/8o7', '\t', 'IMG_20220720_155403.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6LJ', '\t', 'kadin görünce.mp3 - Dosya Yükle, Dosya Upload')
('https://dosya.org/67a', '\t', 'esx_technician-main.rar - Dosya Yükle, Dosya Upload')
('https://dosya.org/8P2', '\t', 'AracScripti490.rar - Dosya Yükle, Dosya Upload')
('https://dosya.org/bZU', '\t', '11.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6CG', '\t', 'game.sii - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Nz', '\t', '4.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6rm', '\t', 'IMG_3665.MOV - Dosya Yükle, Dosya Upload')
('https://dosya.org/8ot', '\t', 'gri bej sarı modern gold altın şık modern araba takı şirket firma küçük işletme logo (1).png - Dosya Yükle, Dosya Upload')
('https://dosya.org/6ıp', '\t', 'veg_fuzzyplant.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/6IL', '\t', 'tree3.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/6öF', '\t', 'AudioConfig.cfg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6BA', '\t', 'Passwords.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/8nG', '\t', 'info.sii - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Tt', '\t', 'Kids Menu EN SONA EKLENCEK.png - Dosya Yükle, Dosya Upload')
('https://dosya.org/3üL', '\t', 'http.s_d1.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/6mF', '\t', 'efrahdesignP7EM-mavi.tga - Dosya Yükle, Dosya Upload')
('https://dosya.org/6aC', '\t', 'Din Felsefesi.pptx - Dosya Yükle, Dosya Upload')
('https://dosya.org/6hv', '\t', 'IMG-20220602-WA0011.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/8Y9', '\t', '272726685_634670440981722_2794706855978476917_n.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6eb', '\t', 'mob_spawner_cage.json - Dosya Yükle, Dosya Upload')
('https://dosya.org/6d5', '\t', 'GDLL.dll - Dosya Yükle, Dosya Upload')
('https://dosya.org/8nu', '\t', 'IMG_20220720_165655.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/6ko', '\t', 'bgitem.png - Dosya Yükle, Dosya Upload')
('https://dosya.org/8pü', '\t', 'Pro Car Parking 3D Demo.apk - Dosya Yükle, Dosya Upload')
('https://dosya.org/6p8', '\t', 'proj-83048_1off3257@cloudmng.com.rdp - Dosya Yükle, Dosya Upload')
('https://dosya.org/bZv', '\t', '2.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/3ZV', '\t', 'Passwords.txt - Dosya Yükle, Dosya Upload')
('https://dosya.org/91S', '\t', 'agoni4.txd - Dosya Yükle, Dosya Upload')
('https://dosya.org/3uD', '\t', 'dadderavalli mazlum danteyi idam ediyor.rar - Dosya Yükle, Dosya Upload')
('https://dosya.org/6lH', '\t', 'huzunlu-muzik-gulumcan-ses-efekti-hd.mp3 - Dosya Yükle, Dosya Upload')
('https://dosya.org/6Lu', '\t', 'Sound Effect - Abi Vurma (Aykut Elmas).mp3 - Dosya Yükle, Dosya Upload')
('https://dosya.org/3üT', '\t', '65928004_HSPOZT00_2022_30191925_3_2_1 (1).pdf - Dosya Yükle, Dosya Upload')
('https://dosya.org/8öC', '\t', 'IMG_20220720_155255.jpg - Dosya Yükle, Dosya Upload')
('https://dosya.org/3Va', '\t', 'DSC_0308.JPG - Dosya Yükle, Dosya Upload')
('https://dosya.org/6ns', '\t', 'pp.gif - Dosya Yükle, Dosya Upload')
('https://dosya.org/3uü', '\t', '65928004_TLPFRM00_2022_30191925_1_2_1.pdf - Dosya Yükle, Dosya Upload')
('https://dosya.org/8oh', '\t', 'barsum.exe - Dosya Yükle, Dosya Upload')
('https://dosya.org/96a', '\t', 'BAFDAC9B-14DE-442E-B6C6-606A0823ADF3.jpeg - Dosya Yükle, Dosya Upload')
